Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Paperless Billing,Monthly Charges,Total Charges,Churn Value,CLTV,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Online Security_No internet service,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No internet service,Streaming Movies_Yes,Contract_One year,Contract_Two year,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Number_of_Services,Tenure_Group,Monthly_to_Total_Ratio
0,1,1,1,-0.3408762181180675,1,0,-1.4527991880641573,-0.7712690533215569,0,-1.986770141960619,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,2,0.03952680499483617
0,1,1,0,-0.7888002190384014,0,0,-1.150352134033923,-0.8371597222165652,0,-0.7272318452741446,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0.0786795407098121
1,1,1,1,-0.3408762181180675,1,1,0.5014740841312035,-0.12297281356414164,0,0.6151485675702322,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,0.03988511488511488
0,1,0,1,1.6137012404433893,0,0,0.02453834508352634,1.1647077709946851,0,-0.2377870977698032,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,6,5,0.013311114272359623
0,1,0,0,0.880734693482843,1,1,1.3074456292117733,1.4850506882003467,0,1.1789821540735062,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,6,4,0.01843521994758093
1,1,0,0,-1.1552834925186746,1,1,-1.4710789550659844,-0.9715440392264048,0,0.55174898887796,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0.2608142493638677
0,0,0,0,-0.015113308357824713,1,1,0.8836873941694119,0.27212854920067064,0,-1.213295281914898,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,4,3,0.03152663457058549
1,1,0,0,0.10704778280226633,1,0,-1.4710789550659844,-0.6707675844612765,0,-2.0214285783123946,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,3,0.026961267837180246
0,1,1,1,-0.9924020376385531,1,0,0.36022133911708304,-0.7695043216471007,0,-1.239500441107704,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0.14090019569471623
1,1,1,1,-0.4223169455581282,1,0,-0.32111543095102724,-0.45291145924965864,0,-1.4127926228665812,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,2,0.04393413865964996
0,1,1,1,-0.7073594915983407,1,0,-0.1931570619382357,-0.5843839689966455,0,0.08174677883924869,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,4,2,0.06165350624901951
1,1,1,1,-0.4223169455581282,1,1,1.0083221691818711,-0.05167765391611125,0,-0.5674649069696187,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4,2,0.04395452024403772
0,1,0,0,1.5729808767233588,1,0,-1.3065610520495383,-0.2057607882420681,0,0.5010293259241422,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,2,5,0.014027062033235043
1,1,1,1,-1.1552834925186746,1,0,-0.2662761299455452,-0.8976238412126207,0,-1.6900601136807851,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0.2305504773512086
1,1,1,1,-0.30015585439803716,1,0,0.5646223701375164,-0.11070792842667107,0,1.2821121354129357,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,7,3,0.040274903931421815
0,1,0,0,-0.015113308357824713,1,1,0.7091987091519689,0.19589214086416276,0,0.48158678845851205,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,3,0.03159922928709056
1,0,0,1,-1.0331224013585834,0,0,-1.1619847130350858,-0.9085210593023878,0,-1.53282915852395,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.13456762248814633
1,1,1,1,-0.62591876415828,1,1,-1.4710789550659844,-0.8443951220818356,0,-1.8100966493381538,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,2,0.055888767720828784
1,0,0,1,-0.9924020376385531,1,0,-0.12834697893175703,-0.7622689217818303,0,-1.9140719583934802,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0.11013654037435572
0,0,1,1,0.9621754209229036,1,0,0.28211688010927544,0.782863954934225,0,-0.3290824910866752,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,6,4,0.01806322746103768
1,1,1,0,-1.1960038562387048,1,0,-1.4594463760648215,-0.9790220896969128,0,1.2406910773339845,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0.33819951338199516
0,1,1,1,1.5729808767233588,1,0,0.4183842341228973,1.4428294828889823,0,0.37676615168728866,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,6,5,0.01393417520851723
1,1,0,1,0.6771328748826912,1,1,0.966777244177718,1.0823830383813036,0,1.096985365631501,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4,0.019824253818043553
1,1,1,1,1.0436161483629645,1,0,0.1774236690988095,0.7805477446115013,0,0.06230424137361854,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,5,4,0.01730885566488475
0,1,0,1,1.0843365120829946,1,1,0.3718539181182462,0.9982273966556736,0,0.8839627812254662,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,5,4,0.016716739850550805
0,1,1,1,-0.8702409464784621,1,0,0.3485887601159204,-0.6137226330844797,0,1.2694322196744812,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0.08458382509975833
0,1,0,1,0.10704778280226633,1,1,-0.32610082195152557,-0.16047336164633585,0,0.38691008427805224,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,3,0.028664580073030778
0,1,1,1,-0.5037576729981889,1,1,-1.504314895069307,-0.8235712883232525,0,0.8526856557372786,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,2,0.04710144927536232
1,1,0,0,0.3106496014024181,1,0,-1.5009913010689746,-0.6488849116980195,0,-1.4964800667403806,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,3,0.024199024631150073
0,1,1,1,0.26992923768238775,1,1,-0.562075995975115,-0.1735323760373117,0,0.9558156370767081,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,3,0.025352336547631662
0,1,0,0,1.6137012404433893,1,0,-1.3630621500551865,-0.26492341762821214,0,0.4418563858113548,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,2,5,0.014134801368843921
0,1,1,1,-0.8295205827584317,1,0,-0.6966815529885713,-0.7671219338865848,0,1.1037479873586766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.08081926376972044
1,1,1,1,-1.2774445836787656,1,0,-1.4960059100684764,-0.9970664710682275,0,-0.6807388208998116,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0.9518072289156626
1,1,1,0,-0.21871512695797646,1,0,-1.51594747407047,-0.7687101923935955,0,-0.3349997850979539,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,3,0.035571654128355154
1,1,0,1,0.06632741908223598,1,0,-1.5009913010689746,-0.7063048685556381,0,0.22714314597352628,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,3,0.02883200941453369
0,1,0,1,0.9621754209229036,1,0,0.5164302571326987,0.9855654468914501,0,1.523875862159467,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,4,0.017786539377360373
0,1,1,1,1.0436161483629645,1,0,-1.343120586053193,-0.3776015350422404,0,1.5128866018528064,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,2,4,0.01708951819489771
0,1,0,0,-0.4223169455581282,1,0,-1.3132082400502028,-0.7607468407126118,0,-0.012084597625314171,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,2,2,0.04538102084831057
0,1,0,0,-0.9109613101984924,1,0,-1.2849576910473786,-0.906271026417456,0,-1.032395150712948,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,2,1,0.11520635621275657
1,1,1,1,-0.7888002190384014,1,0,-1.4876969250676457,-0.8873442792089133,0,-1.1524316863703168,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,2,0.07422527370569679
1,1,0,1,1.6137012404433893,1,0,-1.46443176706532,-0.34749080084683154,0,1.6202432217717209,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,5,0.013863773357444244
1,1,1,1,-1.2367242199587352,1,0,0.18407085709947407,-0.9473672152863548,0,0.3370357490401314,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,4,1,0.5269865067466266
1,1,0,0,-1.1552834925186746,1,1,0.15914390209698223,-0.8800868201977122,0,-0.5852167890034549,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.24326687653025533
0,1,1,1,0.18848851024232702,1,0,-1.4926823160681442,-0.6597821297877866,0,-0.8388151037725436,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,3,0.025278573702642474
1,1,1,1,-0.46303730927815856,1,0,-1.4876969250676457,-0.8214977286057664,0,-1.7196465837371788,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,2,0.04776689754000478
0,0,0,1,0.8400143297628127,1,1,1.0332491241843629,1.2073039817868716,0,0.7816781276019338,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,4,4,0.019104090886441775
1,0,0,1,-0.38159658183809786,1,1,-1.462769970065154,-0.7917178815993181,0,-0.830361826613574,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,2,0.04267791032496915
1,1,1,1,-1.1960038562387048,1,1,-0.4856333339674735,-0.9348155612517852,0,-1.9571836719042253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0.30985480383070746
0,1,0,1,1.5729808767233588,0,0,-0.20312784393923258,0.8230336596740344,0,-0.2107366108611004,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,5,5,0.014145312028941814
1,1,1,1,-0.9516816739185228,1,1,1.0349109211845293,-0.6407230277036596,0,0.5213171911056693,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,4,1,0.11575834389522603
0,1,1,1,-1.2774445836787656,1,0,-0.5072366949696331,-0.9839412792394595,0,0.7284224815004251,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0.9801980198019802
1,1,0,1,1.5729808767233588,1,1,0.5097830691320341,1.4584032399160578,0,1.390314083047747,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,7,5,0.014338393240727481
0,1,1,1,1.2879383306831464,1,1,-1.341458789053027,-0.2993577444260387,0,1.2567523039360269,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,2,5,0.015229060042441641
1,1,1,1,-1.1552834925186746,0,1,-0.8213163280010305,-0.9341096685820027,0,-1.467738924399884,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,1,0.2450290608748853
0,1,1,1,-0.38159658183809786,1,1,-1.504314895069307,-0.7983356253785289,0,1.0581002907002406,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,2,0.04138370118845501
0,1,0,0,0.26992923768238775,1,0,-0.45572098796448335,-0.09429592385422841,0,-1.0535283436103722,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0.024697629414610546
1,1,0,1,-0.1779947632379461,1,0,-0.34604238595351905,-0.37645445945384387,0,0.595706030104602,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,3,0.038074888787698345
0,0,1,1,-1.1145631287986442,1,1,0.6626683931473177,-0.8326155381548406,0,-1.4711202352634718,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,1,0.21524777636594664
0,0,0,1,0.5142514200025698,1,1,0.7091987091519689,0.6978259473713669,0,-1.4364617989116963,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,3,3,0.02229155069968543
1,1,1,1,0.18848851024232702,1,1,0.1857326540996401,0.12051603921895242,0,0.8467683617259999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0.027546105955597318
0,0,0,1,1.125056875803025,1,1,1.503537675231376,1.9361822816291432,0,0.4672162172882637,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,7,4,0.016493361422027633
0,1,1,1,0.5956921474426305,1,0,1.001674981181207,1.0303896314226377,0,0.09273603914590921,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,5,3,0.02055781207690225
0,1,0,0,0.7178532386027215,1,1,0.1657910900976468,0.5638166358423494,0,0.11725054290692112,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.01959985387922556
1,1,0,0,-0.21871512695797646,1,0,0.22727757910379318,-0.14234074369129845,0,-0.5302704874701523,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,5,3,0.03656605893468158
0,1,0,1,1.2064976032430856,1,0,-1.3663857440555187,-0.3807339337644002,0,0.2288338014053202,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,2,5,0.01668136131193793
0,1,0,1,1.5729808767233588,1,0,0.5679459641378485,1.6079642493262207,0,-0.2623016015308151,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,6,5,0.013813413440442839
1,1,1,1,1.369379058123207,1,0,-1.3181936310507012,-0.25678359277978285,0,1.3734075287298078,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,2,5,0.014776005180432096
1,1,0,0,1.4508197855632678,1,1,1.6597465932469917,2.457439899971643,0,1.074161517302283,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,8,5,0.014609883006298681
0,1,1,1,-0.7888002190384014,0,0,-0.518869273970796,-0.7192756463628911,0,-1.1837088118585044,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,3,2,0.07556888068880689
1,1,0,1,0.9621754209229036,1,1,0.5363718211346925,1.0049113178726763,0,0.7977393542039761,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,4,0.017747065920807284
0,1,1,1,-0.6666391278783103,1,1,-1.5109620830699715,-0.8467995689882822,0,-1.2936014149251096,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,2,0.05341082053410821
0,1,0,0,-0.748079855318371,1,0,0.18074726309914202,-0.544081909381252,0,1.1992700192550334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0.06701670644391408
0,1,1,1,-0.9924020376385531,1,0,-0.3493659799538514,-0.8082401819014143,0,-1.828693859087887,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,1,0.12089136490250696
0,1,0,0,0.43281069256250915,1,1,1.1479131171958254,0.8515781945083633,0,-0.9470170514073549,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,5,3,0.023581377123926904
0,1,1,1,0.7992939660427822,1,0,0.3070438351117673,0.7049731106529147,0,1.1882807589483728,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,6,4,0.019078803191832208
1,1,1,1,-1.1960038562387048,1,1,-0.4823097399671412,-0.9385876752059352,0,-1.8887121269165714,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0.3277886497064579
1,1,1,1,-0.13727439951791576,1,1,-1.4943441130683104,-0.7533349676798958,0,1.095294710199707,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,3,0.03454291695743196
0,1,0,0,-0.6666391278783103,0,1,-0.9725398550161476,-0.7619380345928698,0,-1.9707089153585766,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0.06411414123171393
0,1,1,1,0.3106496014024181,1,1,0.531386430134194,0.40982173810011546,0,-1.98930612510831,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,6,3,0.025158506379200224
0,1,1,1,0.14776814652229667,1,0,-1.502653098069141,-0.7319155369811837,0,-1.444915076070666,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,3,0.031443506232408526
1,1,0,1,-0.2594354906780068,1,1,-1.4860351280674797,-0.7825853951840073,0,-1.6883694582489912,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,3,0.03955415269283883
0,0,0,1,1.6137012404433893,1,1,1.58330393123935,2.544352934938611,0,1.4740015269215463,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,7,5,0.013966463092627224
0,1,0,1,0.06632741908223598,1,0,-0.48397153696730727,-0.20490048155077067,0,-0.0408257399658109,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0.02763860595716567
1,1,1,1,-0.9109613101984924,1,0,-0.08347845992727167,-0.7353567637463733,0,-0.8328978097612649,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,1,0.10139262154898607
0,1,1,1,-0.748079855318371,1,0,-0.3011738669490337,-0.6549732359748934,0,0.4883494101856877,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,2,0.06996169063618665
1,1,0,1,0.5956921474426305,1,0,-1.4993295040688086,-0.5764647356075233,0,-2.011284645721631,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,3,0.020172466892516165
1,1,0,1,-0.3408762181180675,1,1,0.8138919201624348,-0.030677346990082528,0,0.8755095040664966,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,4,2,0.0403626989869754
1,0,1,1,-0.5037576729981889,1,0,-0.357674964954682,-0.53993478994628,0,0.5830261143661476,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,2,0.05109281862049389
1,1,1,1,-0.4223169455581282,0,0,-0.2662761299455452,-0.43010230235731234,0,0.1468370129633148,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,4,2,0.04345828387640235
1,1,1,1,-1.2774445836787656,1,0,-1.451137391063991,-0.9964708741280986,0,-1.3443210778789274,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0.9547511312217195
0,1,0,0,1.0843365120829946,1,1,1.0598378761870213,1.4563737984904335,0,0.7318037923640129,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,5,4,0.017315202981117203
0,1,0,1,1.0436161483629645,1,1,-1.3381351950526947,-0.34493193991887,0,0.04624301477157625,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,2,4,0.016345319901260924
0,0,1,1,1.0843365120829946,1,1,0.47987072312904416,1.019404176749148,0,0.845077706294206,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3,4,0.017249828481819073
0,1,0,0,-1.1960038562387048,1,1,0.15914390209698223,-0.9174550134043223,0,1.3505836804005897,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.345675944333996
1,1,1,1,-0.015113308357824713,1,1,-1.4860351280674797,-0.7346949893684522,0,-0.8472683809315134,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,3,0.03257778860996019
1,0,0,1,0.5549717837226001,1,1,1.1329569441943304,1.0081760714704202,0,-1.4871814618655141,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,5,3,0.021649620009198626
1,1,0,0,-1.318164947398796,1,0,-1.2965902700485417,-1.005779833710855,0,0.4646802341405728,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,2,1,25.75
0,1,0,1,0.7992939660427822,1,0,-1.5009913010689746,-0.5591262469059911,0,0.3784568071190826,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,4,0.01934083283994474
1,1,1,1,-0.015113308357824713,1,0,0.7607144161571191,0.214708592343052,0,-1.668926920783361,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0.03167232781672328
0,1,1,1,-0.6666391278783103,1,1,0.3319707901142591,-0.5075299045740781,0,-0.6984907029336479,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0.06612995974698103
0,1,1,1,0.758573602322752,1,0,1.4187860282229037,1.5005362086436995,0,0.8839627812254662,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,7,4,0.01891092768264137
1,1,1,1,-0.13727439951791576,1,1,0.35191235411625243,-0.015809482632788932,0,0.018347200146976484,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,5,3,0.03356496948639137
1,1,0,1,1.5322605130033284,1,0,0.006258578081699082,0.9898008029101452,0,1.072470861870489,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,5,5,0.014355970602862353
0,1,0,0,1.5729808767233588,1,0,1.1861344481996465,2.1529575086901565,0,1.4968253752507643,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,6,5,0.014027958160515034
1,1,0,1,0.35136996512244845,1,0,0.12424616509349373,0.24715759600711526,0,-0.4423564050168682,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,5,3,0.024111652792199793
1,1,1,1,-1.2774445836787656,1,1,0.5247392421335293,-0.9702425496164933,0,-1.0535283436103722,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0.987737584304108
0,1,0,1,-1.0331224013585834,1,0,0.5480044001358552,-0.7498496226228448,0,1.2914107402878023,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,6,1,0.13982102908277405
1,1,0,0,1.4100994218432374,1,0,0.8238627021634315,1.6583252794860146,0,1.5162679127163943,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,5,5,0.014827263620633987
1,1,0,0,-1.1145631287986442,1,1,-0.3011738669490337,-0.8913369846223705,0,-0.6782028377521208,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,0.21390168970814136
1,1,1,0,-0.7073594915983407,1,1,-1.328164413051698,-0.8627703906421108,0,-0.36796756601793545,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,2,2,0.07627248962017531
0,1,0,0,-0.5037576729981889,1,0,-1.4876969250676457,-0.8215197877516971,0,-0.8438870700679254,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,2,0.04777260241251642
1,1,0,0,0.880734693482843,1,1,1.3440051632154282,1.481543283997365,0,0.9684955528151625,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,6,4,0.018656286299511424
1,1,1,1,0.3920903288424788,1,1,-1.502653098069141,-0.6354508918262217,0,0.754627640693231,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,3,0.023262732032365542
0,1,0,1,-0.9516816739185228,1,1,0.4981504901308714,-0.6664660510047895,0,0.21446323023507183,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0.103557979483184
0,1,1,1,1.247217966963116,1,0,1.086426628189679,1.7529369563827975,0,0.31167591756322255,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,5,5,0.015582027502398465
0,1,0,1,1.4915401492832983,1,0,-1.3464441800535252,-0.2814457179303083,0,0.40888860489137324,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,2,5,0.014761383004626248
0,1,1,1,1.4915401492832983,1,0,-1.3348116010523623,-0.265452837130549,0,0.7554729684091279,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,2,5,0.014651142014829815
1,1,0,1,0.3106496014024181,1,1,-0.4856333339674735,-0.09760479574383378,0,-1.6452577447382462,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0.0243505705268269
1,1,1,1,1.125056875803025,0,0,-0.8362725010025254,0.0638681524689084,0,0.9668048973833686,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3,4,0.0163265306122449
0,0,1,1,1.5729808767233588,1,0,0.8338334841644282,1.7707828054407357,0,0.5018746536400391,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,8,5,0.014274479898958605
1,1,0,1,-0.015113308357824713,1,1,1.1329569441943304,0.38213750995708384,0,-0.35444232256358404,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,5,3,0.03141186564555594
1,1,1,1,0.26992923768238775,1,1,-0.3626603559551803,-0.034868584716916,0,-1.7078119957146214,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,3,0.024458373075350866
0,1,1,1,0.22920887396235737,1,1,-1.3464441800535252,-0.6023621729301679,0,-1.1862447950061954,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,2,3,0.026491151409220013
1,1,1,1,0.7992939660427822,1,1,0.8205391081630994,1.013845271974611,0,0.8332431182716485,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,4,4,0.019535899535899535
0,1,0,0,0.6364125111626608,1,1,1.3456669602155942,1.199031802062858,0,-0.10591597408987703,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,6,3,0.02105631689506852
1,1,0,1,1.5322605130033284,0,0,-0.17487729493640844,0.8228351273606581,0,-0.31217593676873595,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,5,5,0.014351874185923102
1,1,1,1,-0.5037576729981889,1,0,0.19237984210030468,-0.3468510856148412,0,1.1747555154940215,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0.04720484426750527
0,1,1,1,0.7178532386027215,1,1,0.5895493251400082,0.8379677014691201,0,0.7250411706368373,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,7,4,0.01973636994330279
